SYSTEM	SITE	ENBID	ENBNAME	SITE_NAME	CID	CELL_NAME	LAT	LON	DIR	ANT_BW	TAC	MCC	MNC	EARFCN	PCI
LTE	BKK7978	300078	BKK7978-L23	DTN	31	L23-BKK7978-1C	13.74147	100.52279	240	30	33021	520	17	38852	270
LTE	BKK3495	306734	BKK3495-L23	AT_SATHORN	22	L23-BKK3495-2B	13.72088046	100.528264	360	170	33023	520	17	39050	460
LTE	BKK3495	306734	BKK3495-L23	AT_SATHORN	32	L23-BKK3495-2C	13.72088046	100.528264	360	170	33023	520	17	39050	461
LTE	BKK7705	300166	BKK7705-L23	LANGSUAN7	32	L23-BKK7705-2C	13.73448	100.54136	180	30	33022	520	17	1	158
LTE	BKK1859	302850	BKK1859-L23	HOLIDAY_INN	11	L23-BKK1859-1A	13.722911	100.519593	360	170	33021	520	17	38852	485
LTE	BKK1471	304710	BKK1471-L23	THAI_CC	23	L23-BKK1471-3B	13.71831054	100.5203976	360	170	33021	520	17	39248	456
LTE	BKK3065	304724	BKK3065-L23	EMPIRE_F30_52	22	L23-BKK3065-2B	13.72122947	100.530208	360	170	33023	520	17	39050	494
LTE	BKK1497	305431	BKK1497-L23	SINDHORN	32	L23-BKK1497-2C	13.73578871	100.5450323	360	170	33051	520	17	39050	492
LTE	BKK1331	305730	BKK1331-L23	CP_TOWER	23	L23-BKK1331-3B	13.72776715	100.5327654	360	170	33022	520	17	39248	450
LTE	BKK1593	305737	BKK1593-L23	SATHON_THANI	21	L23-BKK1593-1B	13.72225002	100.5303533	360	170	33023	520	17	38852	436
LTE	BKK1868	305744	BKK1868-L23	STATE_TOWER	22	L23-BKK1868-2B	13.721298	100.516791	360	170	33021	520	17	1	436
LTE	BKK1592	306681	BKK1592-L23	MBK	32	L23-BKK1592-2C	13.74451697	100.529869	360	170	33113	520	17	39050	435
LTE	BKK1592	306681	BKK1592-L23	MBK	63	L23-BKK1592-3F	13.74451697	100.529869	360	170	33113	520	17	39248	438
LTE	BKK1592	306680	BKK1592B-L23	MBK	92	L23-BKK1592-2I	13.74451697	100.529869	360	170	33113	520	17	39050	441
LTE	BKCC445	308485	BKCC445-L23	CONVENT	185	L23-BKCC445-2B	13.72767	100.533782	130	30	33022	520	17	39050	48
LTE	BKK1678	308649	BKK1678-L23	THAIWAH	23	L23-BKK1678-3B	13.72407238	100.5396576	360	170	33023	520	17	39248	439
LTE	BKK0111	300045	BKK0111-L23	YAK_LUMPINI	13	L23-BKK0111-3A	13.726033	100.542648	10	30	33051	520	17	39248	130
LTE	BKK1178	300063	BKK1178-L23	WATKAEK	12	L23-BKK1178-2A	13.723756	100.523183	1	30	33021	520	17	39050	299
LTE	BKK1178	300063	BKK1178-L23	WATKAEK	42	L23-BKK1178-2D	13.723756	100.523183	270	30	33021	520	17	39050	294
LTE	BKK0094	305353	BKK0094-L23	SILOM19	12	L23-BKK0094-2A	13.7228651	100.5215087	30	30	33021	520	17	39050	430
LTE	BKK2034	300186	BKK2034-L23	SATHORN8	31	L23-BKK2034-1C	13.72344518	100.5329315	310	30	33023	520	17	38852	80
LTE	BKK4425	300157	BKK4425-L23	S&B TOWER	33	L23-BKK4425-3C	13.7213	100.52379	270	30	33023	520	17	39248	23
LTE	BKK0619	300174	BKK0619-L23	SALADANG	23	L23-BKK0619-3B	13.725297	100.538739	95	30	33023	520	17	39248	414
LTE	BKK2339	307758	BKK2339-L23	BONKAI	21	L23-BKK2339-1B	13.725593	100.550641	180	30	33051	520	17	38852	67
LTE	BKK2931	300196	BKK2931-L23	CHAN35	13	L23-BKK2931-3A	13.704122	100.520879	60	30	33132	520	17	39248	187
LTE	BKK0021	305407	BKK0021-L23	YANNAWA_PO	33	L23-BKK0021-3C	13.706171	100.53134	160	30	33132	520	17	39248	261
LTE	BKK0262	308452	BKK0262-L23	SOGO	13	L23-BKK0262-3A	13.74407615	100.5412123	350	30	33113	520	17	39248	286
LTE	BKK0262	308452	BKK0262-L23	SOGO	32	L23-BKK0262-2C	13.74407615	100.5412123	240	30	33113	520	17	39050	288
LTE	BKK2353	300323	BKK2353-L23	SATHON12	33	L23-BKK2353-3C	13.72170314	100.5266514	220	30	33023	520	17	39248	122
LTE	BKK2941	300252	BKK2941-L23	THANIYA	22	L23-BKK2941-2B	13.729619	100.534163	115	30	33022	520	17	39050	368
LTE	BKK1594	307611	BKK1594-L23	SATHON_TOWER2	13	L23-BKK1594-3A	13.72243927	100.530447	360	170	33023	520	17	39248	448
LTE	BKK7958	309759	BKK7958-L23	WITTAYU ROAD	33	L23-BKK7958-3C	13.73154	100.54539	270	30	33051	520	17	39248	206
LTE	BKK7958	309759	BKK7958-L23	WITTAYU ROAD	32	L23-BKK7958-2C	13.73154	100.54539	270	30	33051	520	17	39050	206
LTE	BKK7958	309759	BKK7958-L23	WITTAYU ROAD	31	L23-BKK7958-1C	13.73154	100.54539	270	30	33051	520	17	38852	206
LTE	BKK7958	309759	BKK7958-L23	WITTAYU ROAD	21	L23-BKK7958-1B	13.73154	100.54539	180	30	33051	520	17	38852	160
LTE	BKK7958	309759	BKK7958-L23	WITTAYU ROAD	22	L23-BKK7958-2B	13.73154	100.54539	180	30	33051	520	17	39050	160
LTE	BKK7958	309759	BKK7958-L23	WITTAYU ROAD	23	L23-BKK7958-3B	13.73154	100.54539	180	30	33051	520	17	39248	160
LTE	BKK7978	300078	BKK7978-L23	DTN	32	L23-BKK7978-2C	13.74147	100.52279	240	30	33021	520	17	39050	270
LTE	BKK7978	300078	BKK7978-L23	DTN	12	L23-BKK7978-2A	13.74147	100.52279	340	30	33021	520	17	39050	271
LTE	BKK7978	300078	BKK7978-L23	DTN	33	L23-BKK7978-3C	13.74147	100.52279	240	30	33021	520	17	39248	270
LTE	BKK7978	300078	BKK7978-L23	DTN	11	L23-BKK7978-1A	13.74147	100.52279	340	30	33021	520	17	38852	271
LTE	BKK7978	300078	BKK7978-L23	DTN	13	L23-BKK7978-3A	13.74147	100.52279	340	30	33021	520	17	39248	271
LTE	BKK7978	311743	BKK7978D-L23	DTN	22	L23-BKK7978-2B	13.74147	100.52279	110	30	33021	520	17	39050	272
LTE	BKK7978	311743	BKK7978D-L23	DTN	23	L23-BKK7978-3B	13.74147	100.52279	110	30	33021	520	17	39248	272
LTE	BKK7978	311743	BKK7978D-L23	DTN	21	L23-BKK7978-1B	13.74147	100.52279	110	30	33021	520	17	38852	272
LTE	BKK0094	311242	BKK0094E-L23	SILOM19	43	L23-BKK0094-3D	13.7228651	100.5215087	300	30	33021	520	17	39248	63
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	11	L23-BKK3055-1A	13.73273185	100.5308559	360	170	33022	520	17	38852	235
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	12	L23-BKK3055-2A	13.73273185	100.5308559	360	170	33022	520	17	39050	235
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	13	L23-BKK3055-3A	13.73273185	100.5308559	360	170	33022	520	17	39248	235
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	23	L23-BKK3055-3B	13.73273185	100.5308559	360	170	33022	520	17	39248	436
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	22	L23-BKK3055-2B	13.73273185	100.5308559	360	170	33022	520	17	39050	436
LTE	BKK3495	306734	BKK3495-L23	AT_SATHORN	33	L23-BKK3495-3C	13.72088046	100.528264	360	170	33023	520	17	39248	461
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	21	L23-BKK3055-1B	13.73273185	100.5308559	360	170	33022	520	17	38852	436
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	31	L23-BKK3055-1C	13.73273185	100.5308559	360	170	33022	520	17	38852	438
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	32	L23-BKK3055-2C	13.73273185	100.5308559	360	170	33022	520	17	39050	438
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	33	L23-BKK3055-3C	13.73273185	100.5308559	360	170	33022	520	17	39248	438
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	43	L23-BKK3055-3D	13.73273185	100.5308559	360	170	33022	520	17	39248	439
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	42	L23-BKK3055-2D	13.73273185	100.5308559	360	170	33022	520	17	39050	439
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	41	L23-BKK3055-1D	13.73273185	100.5308559	360	170	33022	520	17	38852	439
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	51	L23-BKK3055-1E	13.73273185	100.5308559	360	170	33022	520	17	38852	441
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	52	L23-BKK3055-2E	13.73273185	100.5308559	360	170	33022	520	17	39050	441
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	53	L23-BKK3055-3E	13.73273185	100.5308559	360	170	33022	520	17	39248	441
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	63	L23-BKK3055-3F	13.73273185	100.5308559	360	170	33022	520	17	39248	442
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	62	L23-BKK3055-2F	13.73273185	100.5308559	360	170	33022	520	17	39050	442
LTE	BKK3055	300312	BKK3055-L23	CHAMCHURI_C35	61	L23-BKK3055-1F	13.73273185	100.5308559	360	170	33022	520	17	38852	442
LTE	BKK3055	300313	BKK3055B-L23	CHAMCHURI_C35	71	L23-BKK3055-1G	13.73273185	100.5308559	360	170	33022	520	17	38852	444
LTE	BKK3055	300313	BKK3055B-L23	CHAMCHURI_C35	72	L23-BKK3055-2G	13.73273185	100.5308559	360	170	33022	520	17	39050	444
LTE	BKK3055	300313	BKK3055B-L23	CHAMCHURI_C35	73	L23-BKK3055-3G	13.73273185	100.5308559	360	170	33022	520	17	39248	444
LTE	BKK3495	306734	BKK3495-L23	AT_SATHORN	11	L23-BKK3495-1A	13.72088046	100.528264	360	170	33023	520	17	38852	447
LTE	BKK3495	306734	BKK3495-L23	AT_SATHORN	13	L23-BKK3495-3A	13.72088046	100.528264	360	170	33023	520	17	39248	447
LTE	BKK3495	306734	BKK3495-L23	AT_SATHORN	12	L23-BKK3495-2A	13.72088046	100.528264	360	170	33023	520	17	39050	447
LTE	BKK3055	300313	BKK3055B-L23	CHAMCHURI_C35	83	L23-BKK3055-3H	13.73273185	100.5308559	360	170	33022	520	17	39248	445
LTE	BKK3055	300313	BKK3055B-L23	CHAMCHURI_C35	82	L23-BKK3055-2H	13.73273185	100.5308559	360	170	33022	520	17	39050	445
LTE	BKK3055	300313	BKK3055B-L23	CHAMCHURI_C35	81	L23-BKK3055-1H	13.73273185	100.5308559	360	170	33022	520	17	38852	445
LTE	BKK3055	300313	BKK3055B-L23	CHAMCHURI_C35	101	L23-BKK3055-1J	13.73273185	100.5308559	360	170	33022	520	17	38852	434
LTE	BKK3055	300313	BKK3055B-L23	CHAMCHURI_C35	102	L23-BKK3055-2J	13.73273185	100.5308559	360	170	33022	520	17	39050	434
LTE	BKK3055	300313	BKK3055B-L23	CHAMCHURI_C35	103	L23-BKK3055-3J	13.73273185	100.5308559	360	170	33022	520	17	39248	434
LTE	BKK3054	300311	BKK3054-L23	CHAMCHURI_C10	11	L23-BKK3054-1A	13.732406	100.531048	360	170	33022	520	17	38852	432
LTE	BKK3054	300311	BKK3054-L23	CHAMCHURI_C10	12	L23-BKK3054-2A	13.732406	100.531048	360	170	33022	520	17	39050	432
LTE	BKK3054	300311	BKK3054-L23	CHAMCHURI_C10	13	L23-BKK3054-3A	13.732406	100.531048	360	170	33022	520	17	39248	432
LTE	BKK1404	300336	BKK1404-L23	INTERCONTINENTAL	11	L23-BKK1404-1A	13.74506012	100.5413573	360	170	33113	520	17	38852	450
LTE	BKK1404	300336	BKK1404-L23	INTERCONTINENTAL	12	L23-BKK1404-2A	13.74506012	100.5413573	360	170	33113	520	17	39050	450
LTE	BKK1404	300336	BKK1404-L23	INTERCONTINENTAL	13	L23-BKK1404-3A	13.74506012	100.5413573	360	170	33113	520	17	39248	450
LTE	BKK1404	300336	BKK1404-L23	INTERCONTINENTAL	23	L23-BKK1404-3B	13.74506012	100.5413573	360	170	33113	520	17	39248	451
LTE	BKK1404	300336	BKK1404-L23	INTERCONTINENTAL	22	L23-BKK1404-2B	13.74506012	100.5413573	360	170	33113	520	17	39050	451
LTE	BKK1404	300336	BKK1404-L23	INTERCONTINENTAL	21	L23-BKK1404-1B	13.74506012	100.5413573	360	170	33113	520	17	38852	451
LTE	BKK1404	300336	BKK1404-L23	INTERCONTINENTAL	31	L23-BKK1404-1C	13.74506012	100.5413573	360	170	33113	520	17	38852	452
LTE	BKK1404	300336	BKK1404-L23	INTERCONTINENTAL	32	L23-BKK1404-2C	13.74506012	100.5413573	360	170	33113	520	17	39050	452
LTE	BKK1404	300336	BKK1404-L23	INTERCONTINENTAL	33	L23-BKK1404-3C	13.74506012	100.5413573	360	170	33113	520	17	39248	452
LTE	BKK3054	300311	BKK3054-L23	CHAMCHURI_C10	23	L23-BKK3054-3B	13.732406	100.531048	360	170	33022	520	17	39248	489
LTE	BKK3054	300311	BKK3054-L23	CHAMCHURI_C10	22	L23-BKK3054-2B	13.732406	100.531048	360	170	33022	520	17	39050	489
LTE	BKK3054	300311	BKK3054-L23	CHAMCHURI_C10	21	L23-BKK3054-1B	13.732406	100.531048	360	170	33022	520	17	38852	489
LTE	BKK3054	306723	BKK3054B-L23	CHAMCHURI_C10	31	L23-BKK3054-1C	13.732406	100.531048	360	170	33022	520	17	38852	490
LTE	BKK3054	306723	BKK3054B-L23	CHAMCHURI_C10	32	L23-BKK3054-2C	13.732406	100.531048	360	170	33022	520	17	39050	490
LTE	BKK3054	306723	BKK3054B-L23	CHAMCHURI_C10	33	L23-BKK3054-3C	13.732406	100.531048	360	170	33022	520	17	39248	490
LTE	BKK6063	307692	BKK6063-L23	MARRIOTT HOTEL SURAWONG	11	L23-BKK6063-1A	13.72736	100.522279	360	170	33021	520	17	38852	488
LTE	BKK6063	307692	BKK6063-L23	MARRIOTT HOTEL SURAWONG	12	L23-BKK6063-2A	13.72736	100.522279	360	170	33021	520	17	39050	488
LTE	BKK6063	307692	BKK6063-L23	MARRIOTT HOTEL SURAWONG	13	L23-BKK6063-3A	13.72736	100.522279	360	170	33021	520	17	39248	488
LTE	BKK3495	306734	BKK3495-L23	AT_SATHORN	0	L23-BKK3495-3B	13.72088046	100.528264	360	170	33023	520	17	39248	460
LTE	BKK3495	306734	BKK3495-L23	AT_SATHORN	21	L23-BKK3495-1B	13.72088046	100.528264	360	170	33023	520	17	38852	460
LTE	BKK3495	306734	BKK3495-L23	AT_SATHORN	31	L23-BKK3495-1C	13.72088046	100.528264	360	170	33023	520	17	38852	461
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	11	L23-BKK5437-1A	13.7428583	100.5469828	360	170	33053	520	17	38852	466
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	13	L23-BKK5437-3A	13.7428583	100.5469828	360	170	33053	520	17	39248	466
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	12	L23-BKK5437-2A	13.7428583	100.5469828	360	170	33053	520	17	39050	466
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	22	L23-BKK5437-2B	13.7428583	100.5469828	360	170	33053	520	17	39050	455
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	23	L23-BKK5437-3B	13.7428583	100.5469828	360	170	33053	520	17	39248	455
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	21	L23-BKK5437-1B	13.7428583	100.5469828	360	170	33053	520	17	38852	455
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	31	L23-BKK5437-1C	13.7428583	100.5469828	360	170	33053	520	17	38852	444
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	33	L23-BKK5437-3C	13.7428583	100.5469828	360	170	33053	520	17	39248	444
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	32	L23-BKK5437-2C	13.7428583	100.5469828	360	170	33053	520	17	39050	444
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	42	L23-BKK5437-2D	13.7428583	100.5469828	360	170	33053	520	17	39050	469
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	43	L23-BKK5437-3D	13.7428583	100.5469828	360	170	33053	520	17	39248	469
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	41	L23-BKK5437-1D	13.7428583	100.5469828	360	170	33053	520	17	38852	469
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	51	L23-BKK5437-1E	13.7428583	100.5469828	360	170	33053	520	17	38852	470
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	53	L23-BKK5437-3E	13.7428583	100.5469828	360	170	33053	520	17	39248	470
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	52	L23-BKK5437-2E	13.7428583	100.5469828	360	170	33053	520	17	39050	470
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	62	L23-BKK5437-2F	13.7428583	100.5469828	360	170	33053	520	17	39050	471
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	63	L23-BKK5437-3F	13.7428583	100.5469828	360	170	33053	520	17	39248	471
LTE	BKK5437	307494	BKK5437-L23	KRUNGSRI PLEONCHIT TOWER	61	L23-BKK5437-1F	13.7428583	100.5469828	360	170	33053	520	17	38852	471
LTE	BKK1906	307626	BKK1906-L23	QHOUSE_LUMPINI_L	13	L23-BKK1906-3A	13.72571752	100.5440048	360	30	33051	520	17	39248	486
LTE	BKK1906	307626	BKK1906-L23	QHOUSE_LUMPINI_L	12	L23-BKK1906-2A	13.72571752	100.5440048	360	30	33051	520	17	39050	486
LTE	BKK1906	307626	BKK1906-L23	QHOUSE_LUMPINI_L	11	L23-BKK1906-1A	13.72571752	100.5440048	360	30	33051	520	17	38852	486
LTE	BKK1906	307626	BKK1906-L23	QHOUSE_LUMPINI_L	21	L23-BKK1906-1B	13.72571752	100.5440048	360	30	33051	520	17	38852	487
LTE	BKK1906	307626	BKK1906-L23	QHOUSE_LUMPINI_L	22	L23-BKK1906-2B	13.72571752	100.5440048	360	30	33051	520	17	39050	487
LTE	BKK1906	307626	BKK1906-L23	QHOUSE_LUMPINI_L	23	L23-BKK1906-3B	13.72571752	100.5440048	360	30	33051	520	17	39248	487
LTE	BKK1906	307626	BKK1906-L23	QHOUSE_LUMPINI_L	33	L23-BKK1906-3C	13.72571752	100.5440048	360	30	33051	520	17	39248	488
LTE	BKK1906	307626	BKK1906-L23	QHOUSE_LUMPINI_L	32	L23-BKK1906-2C	13.72571752	100.5440048	360	30	33051	520	17	39050	488
LTE	BKK1906	307626	BKK1906-L23	QHOUSE_LUMPINI_L	31	L23-BKK1906-1C	13.72571752	100.5440048	360	30	33051	520	17	38852	488
LTE	BKK7531	308719	BKK7531-L23	SAMYAN MITRTOWN	13	L23-BKK7531-3A	13.733748	100.528351	360	30	33022	520	17	39248	452
LTE	BKK7531	308719	BKK7531-L23	SAMYAN MITRTOWN	11	L23-BKK7531-1A	13.733748	100.528351	360	30	33022	520	17	38852	452
LTE	BKK7531	308719	BKK7531-L23	SAMYAN MITRTOWN	12	L23-BKK7531-2A	13.733748	100.528351	360	30	33022	520	17	39050	452
LTE	BKK7531	308716	BKK7531B-L23	SAMYAN MITRTOWN	22	L23-BKK7531-2B	13.733748	100.528351	360	30	33022	520	17	39050	450
LTE	BKK7531	308716	BKK7531B-L23	SAMYAN MITRTOWN	21	L23-BKK7531-1B	13.733748	100.528351	360	30	33022	520	17	38852	450
LTE	BKK7531	308716	BKK7531B-L23	SAMYAN MITRTOWN	23	L23-BKK7531-3B	13.733748	100.528351	360	30	33022	520	17	39248	450
LTE	BKK7531	308719	BKK7531-L23	SAMYAN MITRTOWN	33	L23-BKK7531-3C	13.733748	100.528351	360	30	33022	520	17	39248	453
LTE	BKK7531	308719	BKK7531-L23	SAMYAN MITRTOWN	31	L23-BKK7531-1C	13.733748	100.528351	360	30	33022	520	17	38852	453
LTE	BKK7531	308719	BKK7531-L23	SAMYAN MITRTOWN	32	L23-BKK7531-2C	13.733748	100.528351	360	30	33022	520	17	39050	453
LTE	BKK7531	308716	BKK7531B-L23	SAMYAN MITRTOWN	42	L23-BKK7531-2D	13.733748	100.528351	360	30	33022	520	17	1	451
LTE	BKK7531	308716	BKK7531B-L23	SAMYAN MITRTOWN	41	L23-BKK7531-1D	13.733748	100.528351	360	30	33022	520	17	1	451
LTE	BKK7531	308716	BKK7531B-L23	SAMYAN MITRTOWN	43	L23-BKK7531-3D	13.733748	100.528351	360	30	33022	520	17	1	451
LTE	BKK7531	308719	BKK7531-L23	SAMYAN MITRTOWN	53	L23-BKK7531-3E	13.733748	100.528351	360	30	33022	520	17	39248	466
LTE	BKK7531	308719	BKK7531-L23	SAMYAN MITRTOWN	51	L23-BKK7531-1E	13.733748	100.528351	360	30	33022	520	17	38852	466
LTE	BKK7531	308719	BKK7531-L23	SAMYAN MITRTOWN	52	L23-BKK7531-2E	13.733748	100.528351	360	30	33022	520	17	39050	466
LTE	BKK7531	308716	BKK7531B-L23	SAMYAN MITRTOWN	62	L23-BKK7531-2F	13.733748	100.528351	360	30	33022	520	17	39050	455
LTE	BKK7531	308716	BKK7531B-L23	SAMYAN MITRTOWN	61	L23-BKK7531-1F	13.733748	100.528351	360	30	33022	520	17	38852	455
LTE	BKK7531	308716	BKK7531B-L23	SAMYAN MITRTOWN	63	L23-BKK7531-3F	13.733748	100.528351	360	30	33022	520	17	39248	455
LTE	RM-BKK2394/D	308737	BKK2394B-L23	CHULALONGKORN AUDITORIUM	41	L23-BKK2394-1D	13.738273	100.532721	360	30	33022	520	17	38852	457
LTE	RM-BKK2394/D	308737	BKK2394B-L23	CHULALONGKORN AUDITORIUM	42	L23-BKK2394-2D	13.738273	100.532721	360	30	33022	520	17	39050	457
LTE	RM-BKK2394/D	308737	BKK2394B-L23	CHULALONGKORN AUDITORIUM	43	L23-BKK2394-3D	13.738273	100.532721	360	30	33022	520	17	39248	457
LTE	RM-BKK2394/D	308737	BKK2394B-L23	CHULALONGKORN AUDITORIUM	53	L23-BKK2394-3E	13.738273	100.532721	360	30	33022	520	17	39248	458
LTE	RM-BKK2394/D	308737	BKK2394B-L23	CHULALONGKORN AUDITORIUM	52	L23-BKK2394-2E	13.738273	100.532721	360	30	33022	520	17	39050	458
LTE	RM-BKK2394/D	308737	BKK2394B-L23	CHULALONGKORN AUDITORIUM	51	L23-BKK2394-1E	13.738273	100.532721	360	30	33022	520	17	38852	458
LTE	BKK7732	309078	BKK7732-L23	APPLE STORE CTW	11	L23-BKK7732-1A	13.745144	100.540015	360	170	33113	520	17	38852	473
LTE	BKK7732	309078	BKK7732-L23	APPLE STORE CTW	12	L23-BKK7732-2A	13.745144	100.540015	360	170	33113	520	17	39050	473
LTE	BKK7732	309078	BKK7732-L23	APPLE STORE CTW	13	L23-BKK7732-3A	13.745144	100.540015	360	170	33113	520	17	39248	473
LTE	BKK7732	309078	BKK7732-L23	APPLE STORE CTW	23	L23-BKK7732-3B	13.745144	100.540015	360	170	33113	520	17	39248	474
LTE	BKK7732	309078	BKK7732-L23	APPLE STORE CTW	22	L23-BKK7732-2B	13.745144	100.540015	360	170	33113	520	17	39050	474
LTE	BKK7732	309078	BKK7732-L23	APPLE STORE CTW	21	L23-BKK7732-1B	13.745144	100.540015	360	170	33113	520	17	38852	474
LTE	BKK4942	309048	BKK4942-L23	WITTAYAKIT CU	11	L23-BKK4942-1A	13.743585	100.532895	360	170	33113	520	17	38852	465
LTE	BKK4942	309048	BKK4942-L23	WITTAYAKIT CU	12	L23-BKK4942-2A	13.743585	100.532895	360	170	33113	520	17	39050	465
LTE	BKK4942	309048	BKK4942-L23	WITTAYAKIT CU	13	L23-BKK4942-3A	13.743585	100.532895	360	170	33113	520	17	39248	465
LTE	BKK3620	309525	BKK3620-L23	POLICE_HOS	11	L23-BKK3620-1A	13.743314	100.539846	360	170	33113	520	17	38852	442
LTE	BKK3620	309525	BKK3620-L23	POLICE_HOS	12	L23-BKK3620-2A	13.743314	100.539846	360	170	33113	520	17	39050	442
LTE	BKK3620	309525	BKK3620-L23	POLICE_HOS	13	L23-BKK3620-3A	13.743314	100.539846	360	170	33113	520	17	39248	442
LTE	BKK3620	309525	BKK3620-L23	POLICE_HOS	23	L23-BKK3620-3B	13.743314	100.539846	360	170	33113	520	17	39248	441
LTE	BKK3620	309525	BKK3620-L23	POLICE_HOS	22	L23-BKK3620-2B	13.743314	100.539846	360	170	33113	520	17	39050	441
LTE	BKK3620	309525	BKK3620-L23	POLICE_HOS	21	L23-BKK3620-1B	13.743314	100.539846	360	170	33113	520	17	38852	441
LTE	BKK3620	309525	BKK3620-L23	POLICE_HOS	31	L23-BKK3620-1C	13.743314	100.539846	360	170	33113	520	17	38852	437
LTE	BKK3620	309525	BKK3620-L23	POLICE_HOS	32	L23-BKK3620-2C	13.743314	100.539846	360	170	33113	520	17	39050	437
LTE	BKK3620	309525	BKK3620-L23	POLICE_HOS	33	L23-BKK3620-3C	13.743314	100.539846	360	170	33113	520	17	39248	437
LTE	BKK3621	309526	BKK3621-L23	POLICE_HOS9	11	L23-BKK3621-1A	13.744491	100.539576	360	170	33113	520	17	38852	500
LTE	BKK3621	309526	BKK3621-L23	POLICE_HOS9	13	L23-BKK3621-3A	13.744491	100.539576	360	170	33113	520	17	39248	500
LTE	BKK3621	309526	BKK3621-L23	POLICE_HOS9	12	L23-BKK3621-2A	13.744491	100.539576	360	170	33113	520	17	39050	500
LTE	BKK3621	309526	BKK3621-L23	POLICE_HOS9	22	L23-BKK3621-2B	13.744491	100.539576	360	170	33113	520	17	39050	501
LTE	BKK3621	309526	BKK3621-L23	POLICE_HOS9	23	L23-BKK3621-3B	13.744491	100.539576	360	170	33113	520	17	39248	501
LTE	BKK3621	309526	BKK3621-L23	POLICE_HOS9	21	L23-BKK3621-1B	13.744491	100.539576	360	170	33113	520	17	38852	501
LTE	BKK3622	309527	BKK3622-L23	POLICE_HOPKANJAN	11	L23-BKK3622-1A	5.95223757	100.1764992	360	170	33113	520	17	38852	482
LTE	BKK3622	309527	BKK3622-L23	POLICE_HOPKANJAN	12	L23-BKK3622-2A	5.95223757	100.1764992	360	170	33113	520	17	39050	482
LTE	BKK3622	309527	BKK3622-L23	POLICE_HOPKANJAN	13	L23-BKK3622-3A	5.95223757	100.1764992	360	170	33113	520	17	39248	482
LTE	BKK3622	309527	BKK3622-L23	POLICE_HOPKANJAN	23	L23-BKK3622-3B	5.95223757	100.1764992	360	170	33113	520	17	39248	478
LTE	BKK3622	309527	BKK3622-L23	POLICE_HOPKANJAN	22	L23-BKK3622-2B	5.95223757	100.1764992	360	170	33113	520	17	39050	478
LTE	BKK3622	309527	BKK3622-L23	POLICE_HOPKANJAN	21	L23-BKK3622-1B	5.95223757	100.1764992	360	170	33113	520	17	38852	478
LTE	BKK3622	309527	BKK3622-L23	POLICE_HOPKANJAN	31	L23-BKK3622-1C	5.95223757	100.1764992	360	170	33113	520	17	38852	480
LTE	BKK3622	309527	BKK3622-L23	POLICE_HOPKANJAN	32	L23-BKK3622-2C	5.95223757	100.1764992	360	170	33113	520	17	39050	480
